994084797326685,720,540
994032330665265,720,491
993551260713372,720,494
993541494047682,720,507
993536200714878,640,475
993001277435037,720,492
992958880772610,452,283
992794410789057,720,484
992767784125053,720,540
991842037550961,720,487
991309800937518,720,318
991299650938533,720,540
990773897657775,720,489
990761837658981,720,501
990537294348102,400,270
989955131072985,720,406
989948211073677,720,326
989914637743701,540,720
989289244472907,720,392
989285851139913,720,489
989279474473884,720,496
988721667862998,720,492
988715971196901,720,449
988557107879454,474,720
988540437881121,720,495
987923344609497,720,540
986448218090343,720,498
986434884758343,720,475
986416694760162,720,507
985902271478271,720,480
985895684812263,720,540
985889938146171,720,443
985363114865520,720,497
985357398199425,720,442
985350251533473,720,621
985337621534736,720,540
984489714952860,720,393
984046058330559,720,443
984028131665685,720,491
983662305035601,565,720
983519751716523,720,498
983168398418325,720,480
983154641753034,720,540
982599761808522,720,659
982401925161639,535,720
982066795195152,720,498
982061685195663,491,335
982049495196882,448,302
981508698584295,720,505
981478885253943,720,496
980957578639407,272,356
980944008640764,720,432
980872318647933,400,216
980767631991735,720,480
980440565357775,720,417
980198965381935,720,493
979882205413611,720,540
979843918750773,720,443
979709458764219,720,503
979382452130253,720,478
979375278797637,355,720
979168542151644,720,521
978829405518891,640,454
978826885519143,720,501
978340545567777,720,582
978327862235712,720,505
978149388920226,720,502
977766475625184,483,720
977750735626758,629,575
977600432308455,720,509
977538282314670,720,480
977222335679598,467,284
977162142352284,720,460
977042955697536,496,720
976990749036090,720,455
976659735735858,720,540
976530999082065,720,510
976210445780787,720,500
976169602451538,720,536
975969972471501,505,720
975630295838802,720,518
975591382509360,720,497
975421049193060,720,405
975128535888978,720,490
975116922556806,720,499
975105045891327,720,494
974966805905151,603,720
974584602610038,344,392
974572269277938,720,492
974417812626717,720,499
974126449322520,720,510
974097755992056,535,720
973948599340305,720,540
973651842703314,720,495
973640859371079,690,463
973629366038895,720,558
973442989390866,720,702
973133486088483,720,498
972969322771566,476,320
972952222773276,720,548
972680016133830,720,459
972666446135187,720,488
972530226148809,720,720
972240942844404,635,440
972233059511859,720,513
972105769524588,720,507
971760262892472,720,507
971755932892905,720,497
971739806227851,720,540
971277842940714,498,720
971267992941699,720,485
971256626276169,540,720
970796636322168,493,720
970791756322656,720,466
970786266323205,720,445
970777116324120,720,703
970624936339338,502,720
970349993033499,497,720
970344646367367,720,506
970312616370570,720,489
970160593052439,540,720
970142599720905,720,492
969881799746985,244,320
969864939748671,720,467
969640589771106,469,720
969317603136738,720,507
969311916470640,720,501
969296506472181,720,540
969124739822691,720,540
968793396522492,720,540
968786349856530,720,501
968769773191521,720,492
968637053204793,720,540
968346503233848,540,720
968324806569351,720,498
968176703250828,720,540
967894426612389,720,510
967875756614256,720,512
967692099965955,720,540
967652603303238,720,497
967327643335734,720,480
967321453336353,720,510
967136263354872,720,464
966796840055481,320,214
966788893389609,720,399
966762653392233,720,456
966566523411846,720,490
966282346773597,466,720
966270480108117,720,514
966131763455322,720,540
965836100151555,501,720
965831026818729,720,508
965817770153388,405,720
965639846837847,720,540
965354386866393,708,368
965350406866791,702,720
965332913535207,720,548
964894383579060,400,298
964733443595154,720,480
964685853599913,720,464
964369770298188,540,720
964302786971553,720,501
964170223651476,720,489
963850710350094,720,362
963841883684310,720,506
963805673687931,720,353
963684730366692,720,522
963378573730641,720,540
963343387067493,320,194
963202820414883,720,432
963193963749102,540,720
962904880444677,640,426
962880750447090,720,540
962766313791867,720,431
962464153822083,720,540
962291500506015,640,425
962051213863377,720,476
961957707206061,720,540
961354880599677,720,473
960909403977558,720,540
960904263978072,720,496
960394630695702,720,481
960384040696761,720,540
959926184075880,720,276
959891740745991,720,508
959430310792134,720,499
958720017529830,720,528
958367084231790,720,477
958024540932711,720,489
957801297621702,720,496
957458640989301,720,466
957454897656342,720,421
957427460992419,540,720
957312157670616,720,481
957278524340646,540,720
956956451039520,720,498
956757417726090,540,720
956478437753988,720,483
956471291088036,540,720
956000291135136,672,444
955864751148690,720,532
955797887822043,720,501
955550547846777,540,720
955375551197610,720,501
954662454602253,720,541
954651851269980,540,720
954243707977461,720,540
953659074702591,480,720
953338061401359,720,477
953185348083297,720,483
952933491441816,720,540
952930421442123,720,540
952776978124134,720,442
952457128156119,720,480
952337261501439,720,540
952078984860600,516,720
952077064860792,720,540
951561941578971,720,464
951116618290170,720,540
951108121624353,720,540
950705218331310,598,599
950558558345976,720,498
949808641754301,720,540
949723921762773,720,540
949312425137256,540,720
947769145291584,720,540
947758975292601,720,480
947333118668520,588,720
946954005373098,720,479
946798582055307,720,501
946361488765683,720,474
945335068868325,720,540
945147195553779,628,376
944932048908627,720,540
944811582254007,604,358
944783688923463,720,663
944522912282874,720,476
944380515630447,657,412
944101042325061,720,474
944034262331739,412,654
943954915673007,720,537
943667259035106,720,540
943638089038023,720,464
943551589046673,720,540
943309939070838,720,540
943265029075329,720,540
943187335749765,720,468
942403369161495,648,429
942189852516180,638,409
942180512517114,540,720
942166625851836,540,720
941827655885733,720,543
941820155886483,646,418
941458759255956,720,502
941318079270024,720,469
941297545938744,720,486
940945012640664,720,466
940920032643162,720,540
940715185996980,720,411
940700765998422,496,372
940308069371025,720,442
940192656049233,720,453
939979842737181,488,720
939856596082839,720,456
939619062773259,720,520
939612286107270,500,339
938622146206284,540,720
937849519616880,720,473
937809852954180,662,415
937417956326703,540,720
936430943092071,720,430
936190796449419,720,481
936187963116369,720,470
936040059797826,540,720
935816366486862,720,456
935804636488035,720,495
935027976565701,540,720
934511576617341,662,412
934241116644387,646,420
934234706645028,720,540
934092433325922,720,459
934084153326750,720,438
933849873350178,561,720
933483183386847,540,720
933462390055593,540,720
932884530113379,720,473
932606803474485,608,544
932486776819821,720,540
931889043546261,496,488
931468490254983,379,514
931448643590301,720,540
930744613660704,720,540
930702436998255,720,513
930368573698308,720,540
930355383699627,720,531
930209733714192,720,607
930205880381244,720,566
929999557068543,720,571
929877393747426,720,540
929637363771429,720,540
928896090512223,720,540
928884967180002,720,612
928653733869792,720,540
928380743897091,537,720
928372793897886,540,720
927923483942817,720,540
925151967553302,720,540
924768824258283,477,720
924605097607989,565,720
924236824311483,560,720
924002037668295,720,512
923465091055323,720,540
923459991055833,720,540
923089784426187,720,501
923084724426693,417,278
922341057834393,700,518
922338127834686,355,249
922335304501635,402,443
921967584538407,540,720
921473274587838,720,537
921241974610968,720,498
920863797982119,720,480
920468531354979,720,499
920450071356825,720,540
920055538062945,720,540
919635021438330,720,428
919621194773046,720,540
919164021485430,716,528
918996668168832,720,540
918280791573753,540,720
917505868317912,540,720
916892361712596,720,540
915273135207852,261,469
915254045209761,540,720
913869015348264,540,720
912452588823240,650,444
911730525562113,720,540
910814982320334,720,540
910300242371808,471,320
910298355705330,720,540
909208345814331,720,540
905784219490077,720,405
905386429529856,720,573
905223582879474,720,540
904914596243706,720,540
904450512956781,441,299
904304089638090,720,456
904028966332269,573,466
904021659666333,720,513
903554613046371,720,494
902924146442751,720,480
901140779954421,720,475
901121383289694,540,720
900413720027127,720,574
900139243387908,540,720
900119833389849,720,540
899714910097008,540,720
898767880191711,720,540
896459230422576,474,720
896447837090382,720,540
896046933797139,720,540
895425397192626,720,457
895195890548910,640,480
894642207270945,433,288
894000380668461,720,540
893843270684172,720,540
893372324064600,720,540
891898070878692,489,720
891748100893689,570,720
891399894261843,720,542
891392814262551,720,475
890968014305031,720,540
889987161069783,720,504
889067744495058,720,540
888351311233368,720,503
887971917937974,540,720
887042714697561,720,540
886335621434937,720,595
885977911470708,500,303
885977084804124,720,405
885970034804829,540,720
885830561485443,720,432
885559628179203,500,350
885423924859440,700,720
882910495110783,720,540
882865981781901,720,480
881628211905678,720,540
880236675378165,720,540
879899245411908,720,540
878491358886030,720,499
878041492264350,720,540
877857692282730,720,540
877022042366295,720,511
876513752417124,720,504
876009749134191,720,540
875503925851440,720,540
874276392640860,720,500
873780652690434,704,720
873654692703030,540,720
867800453288454,720,496
867666859968480,720,540
867296880005478,720,483
866859796715853,720,540
866855093382990,720,483
863502993718200,720,540
862728280462338,720,540
862468820488284,540,720
862460360489130,720,502
862186120516554,720,540
861770283891471,540,720
860958337305999,720,500
860933787308454,720,540
860312284037271,720,540
860165510718615,720,540
860148930720273,720,514
859788940756272,720,540
859783470756819,720,540
857032234365276,720,558
856986824369817,720,540
855086891226477,457,720
854822724586227,720,540
854115987990234,471,720
854094917992341,720,540
852493581485808,720,540
851182238283609,720,540
850790628322770,720,540
850083351726831,720,540
849808938420939,720,298
848332115235288,720,540
848326428569190,720,494
848323118569521,720,540
847848261950340,720,540
847843405284159,720,540
847428371992329,720,495
847416895326810,720,540
846956495372850,492,720
846758158726017,720,540
846284692106697,540,720
845964892138677,540,720
843933402341826,540,720
843376065730893,480,360
843347309067102,720,483
842892042445962,720,540
842756525792847,720,540
842745499127283,350,525
842741492461017,720,540
841313055937194,720,540
841121202623046,720,537
840490669352766,720,540
840200446048455,720,540
840190522716114,720,540
840019826066517,720,540
839720242763142,720,540
839712036097296,720,540
839683766100123,720,540
839042062830960,720,540
838606539541179,720,540
838585209543312,720,540
838037779598055,720,504
838034879598345,540,720
837853469616486,480,360
836475196420980,720,468
836460319755801,720,540
835982373136929,540,720
835833276485172,720,509
835796446488855,720,504
835076956560804,441,304
835067156561784,720,540
834918096576690,540,720
834651976603302,720,413
834627603272406,720,465
834136786654821,540,720
834126333322533,720,517
833114516757048,480,360
831999026868597,640,453
831987266869773,720,540
831838913551275,720,540
828321213903045,720,540
827745067293993,720,540
827649653970201,285,465
827370083998158,720,540
827238877344612,480,360
827220867346413,720,460
826948304040336,680,380
826923064042860,450,275
826801804054986,720,479
826535167414983,720,468
826525414082625,720,540
826331717435328,720,454
826074524127714,720,540
826055067462993,720,434
825903767478123,720,429
825856754149491,502,720
825467614188405,718,558
824813747587125,720,494
823976277670872,720,454
823697954365371,720,497
822519144483252,720,540
822002961201537,540,720
821994637869036,720,537
819216171480216,720,489
819075424827624,720,509
818590704876096,720,474
818285914906575,480,360
818264721575361,438,562
818145581587275,720,540
817712718297228,720,540
816330828435417,720,540
815564875178679,507,720
815380431863790,720,540
814567161945117,720,540
813646078703892,720,540
813590878709412,720,329
813456752056158,720,432
813424958726004,720,480
813138835421283,445,561
812987168769783,540,720
812113485523818,720,504
811916525543514,720,540
811238902277943,470,318
810786848989815,591,417
809637592438074,720,540
808813825853784,720,539
808658919202608,421,715
808225112579322,720,540
808174129251087,702,720
807701265965040,720,480
807205632681270,540,720
807190349349465,720,540
806369312764902,720,540
806342522767581,720,540
805386679529832,720,540
804781426257024,720,540
804489879619512,720,540
804447406290426,526,339
804026532999180,480,319
803622689706231,716,528
803615189706981,484,592
803125776422589,720,540
803120933089740,720,540
802945206440646,720,540
802911916443975,720,474
802465953155238,532,552
801961246539042,720,537
801680249900475,716,456
801678223234011,700,536
801227596612407,510,720
801173003284533,540,720
800796373322196,720,540
800232430045257,540,720
799815090086991,720,540
799810836754083,540,720
799789780089522,498,296
799655230102977,720,540
799622536772913,720,537
799617223440111,720,540
799604080108092,720,540
799150163486817,720,540
799134606821706,640,477
798881083513725,446,720
798768290191671,720,540
798735483528285,720,540
798451206890046,720,540
798044283597405,720,448
797876456947521,720,480
797851916949975,720,540
797565803645253,720,601
797401343661699,705,720
796958970372603,720,540
796919777043189,720,475
796597347075432,720,525
796571273744706,720,540
796385630429937,720,540
795331107202056,720,540
794519110616589,544,516
793046950763805,630,404
793008697434297,720,540
792375894164244,480,360
791640557571111,720,540
791306707604496,720,540
791225257612641,540,720
790100421058458,540,720
788875834514250,500,375
788329007902266,716,532
787883744613459,544,492
787850971283403,720,537
787616767973490,404,452
787567944645039,716,436
786967444705089,716,424
786260621442438,720,470
786136028121564,720,479
785595544842279,720,480
785573151511185,583,409
785445224857311,720,373
785336201534880,522,720
784257208309446,720,501
784225608312606,517,720
783927125009121,712,520
783759688359198,720,525
783699758365191,444,273
783457975056036,720,477
783426018392565,720,460
783165241751976,720,524
783109735090860,540,720
782550411813459,720,558
782065908528576,720,654
781875028547664,475,720
781558388579328,470,296
781530958582071,412,654
781092785292555,720,425
781045301963970,720,540
780934558641711,476,588
780591578676009,720,480
780567815345052,720,471
780538362014664,716,528
780081002060400,720,536
779902335411600,720,461
779623658772801,640,478
779617965440037,720,473
779156748819492,720,442
778991045502729,453,720
778939005507933,386,720
778915545510279,712,472
778496562218844,720,539
778483185553515,720,486
778313762237124,712,476
777508972317603,500,351
776977689037398,720,441
776744382394062,684,536
776424132426087,720,514
776419185759915,720,480
776270432441457,595,417
776076885794145,720,492
775752529159914,700,508
775737959161371,720,540
775685269166640,720,479
775274475874386,704,520
775069625894871,720,483
774768972591603,498,720
774661799268987,640,455
774638245938009,528,720
774314792637021,720,399
774179855983848,720,467
774157372652763,720,400
773871049348062,720,462
773845119350655,720,445
773804926021341,720,548
773640666037767,453,720
773251662743334,544,720
773221559413011,468,720
772625746139259,311,488
772552836146550,720,343
772023632866137,720,479
771868642881636,720,520
771765712891929,556,720
771710246230809,540,376
771373826264451,375,264
771346982933802,720,359
771187006283133,720,354
771164149618752,720,372
771149029620264,720,634
770184783050022,720,458
770083136393520,591,720
770027063065794,629,720
769043609830806,640,467
768902843178216,720,454
768543163214184,320,218
768353526566481,320,223
767978839937283,594,720
767830736618760,400,246
767390583329442,412,297
767319516669882,720,502
767203493348151,720,481
767171040018063,720,450
766664076735426,720,486
766627730072394,418,258
766277326774101,720,402
766157213452779,600,468
766121026789731,400,313
765760613492439,720,447
765663640168803,258,402
765374616864372,222,320
765294186872415,515,720
765197253548775,422,640
764428480292319,525,370
764259916975842,234,320
764192540315913,400,276
763892827012551,720,363
763811947020639,720,540
763671777034656,720,502
763344193734081,521,720
763293807072453,604,471
763208437080990,720,540
762921227109711,500,350
762918087110025,720,537
762896557112178,720,552
762736877128146,720,519
762729147128919,512,720
762343877167446,535,720
762319763836524,720,511
762033497198484,550,348
761560567245777,720,601
759197017482132,604,394
758881434180357,720,522
758877720847395,720,528
758619100873257,720,509
758607334207767,720,471
758232804245220,492,720
758194367582397,720,460
758046797597154,720,504
757769607624873,720,489
757764490958718,720,428
757221961012971,720,449
757212064347294,547,720
756187121116455,720,465
756004954468005,720,464
755620677839766,720,540
755528527848981,441,262
755432564525244,720,504
754681044600396,720,535
753721131363054,516,720
753212151413952,720,482
753208978080936,537,720
752731868128647,720,436
752496618152172,720,478
752192424849258,720,537
752153328186501,490,324
752021974866303,555,720
751698684898632,600,450
751524434916057,720,439
751221271613040,720,495
751218941613273,720,404
751077684960732,720,471
751038858297948,720,560
750760511659116,537,720
750751551660012,720,476
749796571755510,720,539
749790138422820,418,287
749304281804739,720,537
748801558521678,496,342
748652191869948,486,720
748611298540704,720,595
748309941904173,700,499
748289895239511,496,343
747823971952770,640,402
747816361953531,456,335
747401501995017,720,487
746925162042651,720,494
746393958762438,720,519
745757762159391,720,421
744132255655275,720,537
743917572343410,720,495
743448615723639,720,472
743218935746607,720,497
742830385785462,720,516
742824452452722,720,363
742258572509310,720,432
742246885843812,720,496
742004892534678,720,532
741656505902850,491,720
740895285978972,600,433
740875649314269,714,720
740540932681074,720,482
740522289349605,720,469
739934689408365,720,458
739925732742594,720,510
739026399499194,720,573
738744172860750,493,720
738318422903325,720,524
737599162975251,720,505
737250716343429,508,720
737088553026312,720,564
736836936384807,720,537
736834039718430,720,576
736379929763841,493,336
736373499764484,720,498
735957923139375,257,400
735791343156033,720,537
735530569848777,300,414
734455766622924,720,471
734158786652622,720,540
733713933363774,720,511
733507816717719,720,518
733155133419654,720,405
733152543419913,480,312
732674790134355,720,537
732666210135213,520,407
732247726843728,720,446
732044200197414,720,504
731784620223372,720,480
731191130282721,720,279
729831103752057,720,537
729678127100688,720,537
729458117122689,720,537
729028353832332,640,478
729019900499844,720,537
728856513849516,720,537
728046470597187,720,537
726782174056950,720,489
725444477524053,714,720
724090047659496,720,537
723519137716587,480,304
723215137746987,500,311
723078264427341,493,339
722792464455921,720,537
722379041163930,720,537
722231857845315,498,296
722208281181006,720,537
721421391259695,701,455
721415381260296,720,537
721408127927688,720,537
713303602071474,720,537
713296988738802,720,537
712847228783778,720,537
712388318829669,482,304
711639038904597,720,537
711634252238409,720,537
708286579239843,449,450
707987662603068,588,720
707985125936655,720,508
707810402620794,471,350
707491099319391,640,478
706224432779391,720,498
706058589462642,720,500
705745729493928,720,480
705554639513037,720,566
705205406214627,720,494
699793633422471,720,486
699017016833466,720,499
698494036885764,300,385
698351483566686,720,384
698021220266379,719,589
698017723600062,720,558
697829190285582,717,720
697025083699326,720,467
697017233700111,720,514
695878140480687,720,525
695592130509288,720,540
695587410509760,720,537
694637840604717,640,478
694193190649182,720,405
694167297318438,640,478
694158783985956,640,478
693695677365600,640,478
693692377365930,720,537
692969630771538,640,478
692925710775930,640,478
692679404133894,640,478
692632947471873,640,478
692052524196582,720,157
692048467530321,640,478
691790700889431,720,537
691356684266166,720,538
689578654443969,720,537
689573577777810,720,537
689106347824533,390,354
688093217925846,720,537
688092204592614,625,414
687928211275680,720,537
687605667974601,640,478
687039418031226,640,478
687031014698733,640,478
682129895188845,720,490
681952825206552,640,478
681943401874161,640,478
679356622132839,640,478
679347878800380,640,478
678259878909180,640,478
677598468975321,640,478
676823899052778,720,487
676015702466931,720,537
676012802467221,720,537
674865879248580,720,540
674859325915902,720,537
674854382583063,720,537
673653852703116,720,537
672439479491220,619,418
672437359491432,720,500
671984872870014,483,328
671982012870300,720,501
671502006251634,720,499
671489479586220,720,540
671278686273966,720,559
671257586276076,524,720
670189056382929,720,537
669905533077948,720,537
669083856493449,720,510
668591586542676,720,537
667646736637161,599,720
667487186653116,720,537
667015340033634,720,537
666711090064059,720,480
665842273484274,720,537
665837130151455,395,523
665683003500201,720,537
665350683533433,720,537
665207340214434,720,537
664842160250952,720,537
664835413584960,720,537
663571690377999,720,537
663567467045088,720,537
663224373746064,539,398
663049983763503,720,537
662228190512349,578,438
662222877179547,720,537
661689357232899,720,537
660773220657846,720,507
659508820784286,720,537
659086557493179,720,537
659085914159910,537,720
658108784257623,720,540
657943107607524,720,537
657607317641103,720,537
657099194358582,720,537
656408757760959,720,537
656078551127313,720,537
655418697859965,720,537
654603404608161,720,537
653906401344528,720,537
653516344716867,720,537
653112554757246,530,720
653103461424822,720,510
652932071441961,720,537
652921574776344,720,537
652618011473367,720,537
652454718156363,720,537
652049534863548,720,481
651900321545136,686,480
651558851579283,683,467
651277888274046,556,720
650833648318470,720,540
650518618349973,380,380
649442301790938,720,494
649099371825231,640,480
649040688497766,720,535
648520635216438,720,534
648070428594792,720,537
648039345264567,720,546
648035875264914,720,499
647784025290099,720,537
647779641957204,720,363
647636998638135,720,646
647621141973054,479,328
647268412008327,720,537
647259748675860,720,540
647080138693821,720,545
646809098720925,720,530
646789768722858,720,516
646634505405051,720,474
646609575407544,720,589
646367812098387,720,526
646164928785342,488,720
646159368785898,720,537
645824838819351,403,307
645657242169444,720,720
645636845504817,720,540
645636032171565,720,531
645350962200072,720,720
645320662203102,720,720
645287775539724,720,656
645141282221040,480,720
644686248933210,720,480
644639702271198,720,631
644485825619919,720,582
644485265619975,720,537
644440385624463,720,531
644426088959226,720,480
644142765654225,515,585
644011405667361,346,320
643994655669036,720,540
643693582365810,720,500
643653129036522,720,553
643188835749618,720,537
643181682417000,720,461
642957395772762,630,497
642667275801774,720,537
642510982484070,720,537
642226379179197,720,537
642210802514088,720,537
641994169202418,720,540
641646042570564,720,537
641621382573030,720,537
641459002589268,720,537
641116945956807,720,477
640721602663008,720,316
640707415997760,714,533
640554059346429,720,524
639868479414987,720,540
639854286083073,597,720
639374112797757,427,284
638989152836253,720,540
638827366185765,720,540
638780626190439,720,540
638477822887386,720,509
637942972940871,720,540
637756836292818,500,278
636430953092073,620,197
636430356425466,709,434
635357606532741,720,537
635356316532870,720,537
633891413346027,720,540
632669840134851,720,540
632479813487187,287,238
632004003534768,702,720
631392596929242,720,540
630671550334680,720,537
630519637016538,720,537
630516083683560,720,537
630268710374964,720,540
630111940390641,720,537
630107983724370,720,537
629667113768457,670,446
629255607142941,498,720
628799167188585,720,540
628798423855326,593,720
627971057271396,720,456
627970360604799,720,429
627968110605024,720,497
627859533949215,720,483
627411703993998,720,540
627410723994096,720,540
626999597368542,720,537
626512394083929,720,540
626090637459438,720,482
626081850793650,720,451
626081260793709,720,470
626079677460534,720,483
625766784158490,720,540
625360477532454,720,537
624763477592154,720,540
624312600970575,508,720
624311864303982,720,540
624046017663900,720,480
623571831044652,682,511
623432821058553,720,540
623137451088090,720,540
623114911090344,496,347
622958707772631,338,256
622927901109045,720,503
622620584473110,196,253
622487217819780,720,472
622466137821888,320,446
622182094516959,720,578
621777857890716,720,540
621023814632787,720,540
621020397966462,720,537
620683731333462,720,540
620635981338237,493,720
620479424687226,720,443
620453361356499,720,540
620421581359677,720,540
620212558047246,720,540
620201058048396,483,328
619733808095121,465,313
619718864763282,720,477
619189048149597,650,400
619184511483384,720,540
618578368210665,720,540
618265458241956,386,549
617976891604146,720,540
617487558319746,720,711
617486958319806,720,405
617485408319961,720,391
617052161696619,720,540
617049038363598,720,540
616824101719425,700,494
616823245052844,525,700
616670855068083,486,315
616347998433702,400,315
616346798433822,720,440
615597741842061,720,407
615595878508914,720,436
615283508540151,640,445
614644131937422,498,720
614643775270791,499,720
614293841972451,720,563
614132758655226,526,720
613837745351394,720,486
613662705368898,720,519
613410745394094,720,494
613184905416678,720,479
613168558751646,504,600
612627882139047,720,484
612352492166586,395,321
612197345515434,389,282
611693165565852,720,492
611689615566207,623,395
611415695593599,720,413
610980868970415,720,443
610967778971724,338,256
610940802307755,720,540
610921452309690,720,460
610912528977249,600,413
610898175645351,625,453
610876595647509,720,540
610853298983172,525,283
610815982320237,720,540
610810962320739,720,381
610802745654894,399,277
610801182321717,720,513
610784175656751,720,540
